Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Fast move (ID),Special move,Special move (ID),Special move 2,Special move 2 (ID),DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),UL Evo,UL Rank (min),UL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,Favorite,BuddyBoosted,Form,ShadowForm,MultiForm?,Dynamax,Height (cm),Weight (g),Height Tag,Catch Date,Catch Level
0,5/6/26 23:51:30,598,너트령,-,?,너트령51,25.0,25.0,1495,126,4000,51.1,51.1,51.1,1.0,11.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,너트령,97,97,너트령,2285,2285,Default,,,0,0,?,?,0,2305,7,0,?,?,?,0,?,?
0,5/6/26 23:51:28,52,나옹 가라르,-,?,나옹 78,1.0,1.0,13,14,200,77.8,77.8,77.8,7.0,13.0,15.0,1, - , - , - , - , - , - ,0.0,439,439,나이킹,156,156,나이킹,230,230,Default,,,0,0,?,?,0,1244,1,0,?,?,?,0,?,?
0,5/6/26 23:51:25,285,버섯꼬,-,?,버섯꼬40,17.0,17.0,335,86,2200,40.0,40.0,40.0,7.0,9.0,2.0,1, - , - , - , - , - , - ,0.0,2537,2537,버섯모,3029,3029,버섯모,2578,2578,Default,,,0,0,?,?,0,2102,1,0,?,?,?,0,?,?
0,5/6/26 23:51:23,434,스컹뿡,-,?,스컹뿡62,12.0,12.0,360,77,1300,62.2,62.2,62.2,6.0,15.0,7.0,1, - , - , - , - , - , - ,0.0,662,662,스컹탱크,679,679,스컹탱크,198,198,Default,,,0,0,?,?,0,1315,7,0,?,?,?,0,?,?
0,5/6/26 23:51:22,287,게을로,-,?,게을로49,5.0,5.0,115,47,600,48.9,48.9,48.9,0.0,14.0,8.0,1, - , - , - , - , - , - ,0.0,16,16,발바로,260,260,게을킹,41,41,Default,,,0,0,?,?,0,2104,7,0,?,?,?,0,?,?
0,5/6/26 23:51:20,25,피카츄,-,?,피카츄96,20.0,20.0,529,74,2500,95.6,95.6,95.6,14.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,라이츄,1785,1785,라이츄,3,3,Default,,,0,0,?,?,0,1242,1,1,?,?,?,0,?,?
0,5/6/26 23:51:18,965,부르롱,-,?,부르롱89,20.0,20.0,637,84,2500,88.9,88.9,88.9,15.0,12.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,부르르룸,1927,1927,Default,,,0,0,?,?,0,2738,1,0,?,?,?,0,?,?
0,5/6/26 23:51:17,627,수리둥보,-,?,수리둥73,15.0,15.0,593,96,1900,73.3,73.3,73.3,4.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,수리둥보,139,139,워글,244,244,Default,,,0,0,?,?,0,2331,1,0,?,?,?,0,?,?
0,5/6/26 23:51:15,572,치라미,-,?,치라미40,12.0,12.0,249,68,1300,40.0,40.0,40.0,0.0,15.0,3.0,1, - , - , - , - , - , - ,0.0,37,37,치라치노,23,23,치라치노,2308,2308,Default,,,0,0,?,?,0,2287,1,0,?,?,?,0,?,?
0,5/6/26 23:51:12,540,두르보,-,?,TR두르보53,31.0,31.0,744,99,6000,53.3,53.3,53.3,5.0,12.0,7.0,1, - , - , - , - , - , - ,0.0, - , - ,두르쿤,1963,1963,모아머,798,798,Default,,,0,0,?,?,0,2260,1,0,?,?,?,0,?,?
0,5/6/26 23:51:10,137,폴리곤,-,?,폴리곤53,5.0,5.0,207,51,600,53.3,53.3,53.3,0.0,9.0,15.0,1, - , - , - , - , - , - ,0.0,1464,1464,폴리곤2,64,64,폴리곤2,51,51,Default,,,0,0,?,?,0,1092,7,0,?,?,?,0,?,?
0,5/6/26 23:51:09,677,냐스퍼,-,?,냐스퍼62,24.0,24.0,766,111,3500,62.2,62.2,62.2,1.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,냐오닉스 ♂,2,2, - , - , - ,Default,,,0,0,?,?,0,2365,1,0,?,?,?,0,?,?
0,5/6/26 23:51:07,427,이어롤,-,?,이어롤69,5.0,5.0,153,46,600,68.9,68.9,68.9,1.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,303,303,이어롭,72,72, - , - , - ,Default,,,0,0,?,?,0,2180,1,0,?,?,?,0,?,?
0,5/6/26 23:51:05,133,이브이,-,?,이브이49,7.0,7.0,178,54,800,48.9,48.9,48.9,1.0,11.0,10.0,1, - , - , - , - , - , - ,0.0,179,179,글레이시아,189,189,글레이시아,69,69,Default,,,0,0,?,?,0,2036,1,0,?,?,?,0,?,?
0,5/6/26 23:51:04,619,비조푸,-,?,비조푸62,14.0,14.0,508,69,1600,62.2,62.2,62.2,4.0,13.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,비조도,64,64,비조도,58,58,Default,,,0,0,?,?,0,2323,1,0,?,?,?,0,?,?
0,5/6/26 23:51:02,767,꼬시레,-,?,꼬시레93,26.0,26.0,361,73,4000,93.3,93.3,93.3,13.0,14.0,15.0,1, - , - , - , - , - , - ,0.0,287,287, - , - , - ,갑주무사,2855,2855,Default,,,0,0,?,?,0,2447,1,0,?,?,?,0,?,?
0,5/6/26 23:51:01,390,불꽃숭이,-,?,불꽃숭47,3.0,3.0,60,29,400,46.7,46.7,46.7,0.0,13.0,8.0,1, - , - , - , - , - , - ,0.0,608,608,파이숭이,52,52,초염몽,40,40,Default,,,0,0,?,?,0,1113,7,0,?,?,?,0,?,?
0,5/6/26 23:50:59,293,소곤룡,-,?,소곤룡31,2.0,2.0,23,27,200,31.1,31.1,31.1,12.0,0.0,2.0,1, - , - , - , - , - , - ,0.0,4022,4022,폭음룡,3650,3650,폭음룡,3555,3555,Default,,,0,0,?,?,0,1756,7,0,?,?,?,0,?,?
0,5/6/26 23:50:57,13,뿔충이,-,?,뿔충이91,15.0,15.0,187,69,1900,91.1,91.1,91.1,12.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,11,11,독침붕,701,701, - , - , - ,Default,,,0,0,?,?,0,948,7,0,?,?,?,0,?,?
0,5/6/26 23:50:56,213,단단지,-,?,단단지93,15.0,15.0,171,50,1900,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,19,19, - , - , - , - , - , - ,Default,,,0,0,?,?,0,1312,7,0,?,?,?,0,?,?
0,5/6/26 23:50:54,884,두랄루돈,-,?,두랄루96,15.0,15.0,1306,96,1900,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,두랄루돈,1956,1956,두랄루돈,1702,1702,Default,,,0,0,?,?,0,2547,1,0,?,?,?,0,?,?
0,5/6/26 23:50:53,95,롱스톤,-,?,TR롱스톤76,32.0,32.0,888,92,6000,75.6,75.6,75.6,7.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,강철톤,342,342,Default,,,0,0,?,?,0,1065,7,0,?,?,?,0,?,?
0,5/6/26 23:50:51,353,어둠대신,-,?,어둠대56,22.0,22.0,562,87,3000,55.6,55.6,55.6,0.0,12.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,다크펫,276,276,다크펫,1008,1008,Default,,,0,0,?,?,0,999,7,0,?,?,?,0,?,?
0,5/6/26 23:50:49,225,딜리버드,-,?,딜리버96,24.0,24.0,744,92,3500,95.6,95.6,95.6,15.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,1163,7,0,?,?,?,0,?,?
0,5/6/26 23:50:48,27,모래두지,-,?,모래두62,17.0,17.0,570,78,2200,62.2,62.2,62.2,12.0,10.0,6.0,1, - , - , - , - , - , - ,0.0, - , - ,고지,3387,3387,고지,1708,1708,Default,,,0,0,?,?,0,402,7,0,?,?,?,0,?,?
0,5/6/26 23:50:46,710,호바귀 XXL,-,?,호바귀49,18.0,18.0,568,91,2200,48.9,48.9,48.9,5.0,8.0,9.0,1, - , - , - , - , - , - ,0.0, - , - ,펌킨인 XXL,774,774,펌킨인 XXL,662,662,Default,,,0,0,?,?,0,1715,1,0,?,?,?,0,?,?
0,5/6/26 23:50:44,932,베베솔트,-,?,베베솔51,13.0,13.0,328,70,1600,51.1,51.1,51.1,13.0,10.0,0.0,1, - , - , - , - , - , - ,0.0,3596,3596,스태솔트,1566,1566,콜로솔트,3520,3520,Default,,,0,0,?,?,0,2706,1,0,?,?,?,0,?,?
0,5/6/26 23:50:43,4,파이리,-,?,파이리73,11.0,11.0,286,57,1300,73.3,73.3,73.3,9.0,12.0,12.0,1, - , - , - , - , - , - ,0.0,1359,1359,리자드,866,866,리자몽,857,857,Default,,,0,0,?,?,0,590,7,0,?,?,?,0,?,?
0,5/6/26 23:50:41,152,치코리타,-,?,TR치코리82,30.0,30.0,741,104,5000,82.2,82.2,82.2,7.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,베이리프,82,82,메가니움,166,166,Default,,,0,0,?,?,0,1729,7,0,?,?,?,0,?,?
0,5/6/26 23:50:39,71,우츠보트,-,?,우츠보73,22.5,22.5,1481,129,3000,73.3,73.3,73.3,4.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,우츠보트,219,219,우츠보트,73,73,Default,,,0,0,?,?,0,1044,7,0,?,?,?,0,?,?
0,5/6/26 23:50:38,43,뚜벅쵸,-,?,뚜벅쵸62,8.0,8.0,248,53,800,62.2,62.2,62.2,2.0,11.0,15.0,1, - , - , - , - , - , - ,0.0,577,577,아르코,37,37,라플레시아,170,170,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/6/26 23:50:36,574,고디탱,-,?,고디탱98,11.0,11.0,297,63,1300,97.8,97.8,97.8,15.0,14.0,15.0,1, - , - , - , - , - , - ,0.0,1370,1370,고디보미,2569,2569,고디모아젤,1414,1414,Default,,,0,0,?,?,0,2289,7,0,?,?,?,0,?,?
0,5/6/26 23:50:36,5,리자드,-,?,리자드36,11.0,11.0,454,71,1300,35.6,35.6,35.6,2.0,4.0,10.0,1, - , - , - , - , - , - ,0.0,531,531,리자몽,239,239,리자몽,1564,1564,Default,,,0,0,?,?,0,593,7,0,?,?,?,0,?,?
0,5/6/26 23:50:33,213,단단지,-,?,단단지78,20.0,20.0,217,56,2500,77.8,77.8,77.8,14.0,11.0,10.0,1, - , - , - , - , - , - ,0.0,243,243, - , - , - , - , - , - ,Default,,,0,0,?,?,0,1312,7,0,?,?,?,0,?,?
0,5/6/26 23:50:33,213,단단지,-,?,단단지76,20.0,20.0,217,56,2500,75.6,75.6,75.6,14.0,10.0,10.0,1, - , - , - , - , - , - ,0.0,254,254, - , - , - , - , - , - ,Default,,,0,0,?,?,0,1312,7,0,?,?,?,0,?,?
0,5/6/26 23:50:32,940,찌리비,-,?,찌리비69,7.0,7.0,149,46,800,68.9,68.9,68.9,15.0,4.0,12.0,1, - , - , - , - , - , - ,0.0,3912,3912,찌리비크,2298,2298,찌리비크,2878,2878,Default,,,0,0,?,?,0,2714,1,0,?,?,?,0,?,?
0,5/6/26 23:50:30,534,노보청,-,?,노보청58,28.0,28.0,2490,173,4500,57.8,57.8,57.8,0.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,노보청,38,38,Default,,,0,0,?,?,0,2254,7,0,?,?,?,0,?,?
0,5/6/26 23:50:27,595,파쪼옥,-,?,파쪼옥73,19.0,19.0,504,88,2500,73.3,73.3,73.3,4.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,전툴라,155,155,전툴라,262,262,Default,,,0,0,?,?,0,2302,7,0,?,?,?,0,?,?
0,5/6/26 23:50:26,147,미뇽,-,?,미뇽82,20.0,20.0,551,79,2500,82.2,82.2,82.2,13.0,12.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,신뇽,2258,2258,망나뇽,720,720,Default,,,0,0,?,?,0,621,7,0,?,?,?,0,?,?
0,5/6/26 23:50:24,449,히포포타스,-,?,히포포64,3.0,3.0,90,39,400,64.4,64.4,64.4,2.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,815,815,하마돈,309,309,하마돈,51,51,Default,,,0,0,?,?,0,1134,7,0,?,?,?,0,?,?
0,5/6/26 23:50:22,6,리자몽,-,?,TR리자몽67,34.5,34.5,2494,152,7000,66.7,66.7,66.7,0.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,리자몽,2,2,Default,,,0,0,?,?,0,596,7,0,?,?,?,0,?,?
0,5/6/26 23:50:21,25,피카츄,-,?,피카츄89,20.0,20.0,514,75,2500,88.9,88.9,88.9,10.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,라이츄,461,461,라이츄,43,43,Default,,,0,0,?,?,0,1242,1,1,?,?,?,0,?,?
0,5/6/26 23:50:18,4,파이리,-,?,파이리89,20.0,20.0,548,78,2500,88.9,88.9,88.9,15.0,12.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,리자드,2280,2280,리자몽,2939,2939,Default,,,0,0,?,?,0,590,7,0,?,?,?,0,?,?
0,5/6/26 23:50:16,43,뚜벅쵸,-,?,뚜벅쵸64,16.0,16.0,522,70,1900,64.4,64.4,64.4,11.0,15.0,3.0,1, - , - , - , - , - , - ,0.0, - , - ,라플레시아,1736,1736,아르코,933,933,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/6/26 23:50:14,808,멜탄,-,?,멜탄87,15.0,15.0,440,74,1900,86.7,86.7,86.7,11.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,564,564, - , - , - ,멜메탈,2151,2151,Default,,,0,0,?,?,0,2483,1,0,?,?,?,0,?,?
0,5/6/26 23:50:12,36,픽시,-,?,픽시62,23.0,23.0,1483,146,3500,62.2,62.2,62.2,3.0,13.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,픽시,282,282,픽시,155,155,Default,,,0,0,?,?,0,2012,1,0,?,?,?,0,?,?
0,5/6/26 23:50:10,133,이브이,-,?,이브이91,30.0,30.0,905,116,5000,91.1,91.1,91.1,15.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,블래키,21,21,Default,,,0,0,?,?,0,2036,1,0,?,?,?,0,?,?
0,5/6/26 23:50:08,126,마그마,-,?,마그마67,29.0,29.0,1863,126,5000,66.7,66.7,66.7,4.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,마그마,108,108,Default,,,0,0,?,?,0,960,7,0,?,?,?,0,?,?
0,5/6/26 23:50:06,84,두두,-,?,두두87,14.0,14.0,464,62,1600,86.7,86.7,86.7,10.0,14.0,15.0,1, - , - , - , - , - , - ,0.0,211,211,두트리오,1163,1163,두트리오,241,241,Default,,,0,0,?,?,0,2021,1,0,?,?,?,0,?,?
0,5/6/26 23:50:01,144,프리져,-,?,프리져89,20.0,20.0,1719,130,2500,88.9,88.9,88.9,14.0,15.0,11.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,프리져,2369,2369,Default,,,0,0,?,?,0,1095,7,0,?,?,?,0,?,?
0,5/6/26 23:50:00,150,뮤츠,-,?,뮤츠80,20.0,20.0,2332,135,2500,80.0,80.0,80.0,13.0,11.0,12.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,뮤츠,3214,3214,Default,,,0,0,?,?,0,579,7,0,?,?,?,0,?,?
0,5/6/26 23:49:58,58,가디,-,?,가디40,23.0,23.0,718,96,3500,40.0,40.0,40.0,7.0,7.0,4.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,윈디,2235,2235,Default,,,0,0,?,?,0,720,7,0,?,?,?,0,?,?
0,5/6/26 23:49:55,374,메탕,-,?,메탕49,8.0,8.0,188,49,800,48.9,48.9,48.9,3.0,7.0,12.0,1, - , - , - , - , - , - ,0.0,1425,1425,메탕구,420,420,메타그로스,708,708,Default,,,0,0,?,?,0,1226,7,0,?,?,?,0,?,?
0,5/6/26 23:49:52,56,망키,-,?,망키67,16.0,16.0,497,66,1900,66.7,66.7,66.7,11.0,15.0,4.0,1, - , - , - , - , - , - ,0.0,1005,1005,성원숭,1389,1389,성원숭,669,669,Default,,,0,0,?,?,0,2017,7,0,?,?,?,0,?,?
0,5/6/26 23:49:51,18,피죤투,-,?,피죤투60,22.0,22.0,1218,130,3000,60.0,60.0,60.0,0.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,피죤투,7,7, - , - , - ,Default,,,0,0,?,?,0,2008,7,0,?,?,?,0,?,?
0,5/6/26 23:49:49,15,독침붕,-,?,!독침붕100,37.0,37.0,1767,137,9000,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,954,7,0,?,?,?,0,?,?
0,5/6/26 23:49:47,114,덩쿠리,-,?,덩쿠리40,22.0,22.0,1282,106,3000,40.0,40.0,40.0,8.0,3.0,7.0,1, - , - , - , - , - , - ,0.0, - , - ,덩쿠리,2891,2891,덩쿠림보,2191,2191,Default,,,0,0,?,?,0,1519,7,0,?,?,?,0,?,?
0,5/6/26 23:49:45,29,니드런♀,-,?,니드♀82,26.0,26.0,558,109,4000,82.2,82.2,82.2,7.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,니드리나,189,189,니드퀸,395,395,Default,,,0,0,?,?,0,1276,7,0,?,?,?,0,?,?
0,5/6/26 23:49:44,703,멜리시,-,?,멜리시87,15.0,15.0,608,78,1900,86.7,86.7,86.7,12.0,12.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,멜리시,716,716, - , - , - ,Default,,,0,0,?,?,0,2390,1,0,?,?,?,0,?,?
0,5/6/26 23:49:42,587,에몽가,-,?,에몽가76,15.0,15.0,666,81,1900,75.6,75.6,75.6,10.0,13.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,에몽가,1285,1285, - , - , - ,Default,,,0,0,?,?,0,2298,1,0,?,?,?,0,?,?
0,5/6/26 23:49:39,82,레어코일,-,?,레어코36,23.0,23.0,1478,93,3500,35.6,35.6,35.6,5.0,2.0,9.0,1, - , - , - , - , - , - ,0.0, - , - ,레어코일,2560,2560,레어코일,1694,1694,Default,,,0,0,?,?,0,1056,7,0,?,?,?,0,?,?
0,5/6/26 23:49:37,609,샹델라,-,?,샹델라73,15.0,15.0,1350,86,1900,73.3,73.3,73.3,10.0,10.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,샹델라,696,696,샹델라,1622,1622,Default,,,0,0,?,?,0,2316,7,0,?,?,?,0,?,?
0,5/6/26 23:49:35,747,시마사리,-,?,시마사80,15.0,15.0,394,78,1900,80.0,80.0,80.0,11.0,10.0,15.0,1, - , - , - , - , - , - ,0.0,1321,1321,더시마사리,2123,2123, - , - , - ,Default,,,0,0,?,?,0,2427,1,0,?,?,?,0,?,?
0,5/6/26 23:49:34,132,메타몽,-,?,메타몽51,26.0,26.0,525,96,4000,51.1,51.1,51.1,2.0,14.0,7.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,2035,1,0,?,?,?,0,?,?
0,5/6/26 23:49:32,647,케르디오 평소의,-,?,케르디80,15.0,15.0,1541,115,1900,80.0,80.0,80.0,10.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,케르디오 평소의,2108,2108,Default,,,0,0,?,?,0,937,1,1,?,?,?,0,?,?
0,5/6/26 23:49:31,67,근육몬,-,?,근육몬98,25.0,25.0,1443,136,4000,97.8,97.8,97.8,14.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,근육몬,2713,2713,근육몬,2,2,Default,,,0,0,?,?,0,1297,7,0,?,?,?,0,?,?
0,5/6/26 23:49:29,40,푸크린,-,?,푸크린64,29.5,29.5,1481,224,5000,64.4,64.4,64.4,1.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,푸크린,204,204, - , - , - ,Default,,,0,0,?,?,0,2014,1,0,?,?,?,0,?,?
0,5/6/26 23:49:27,819,탐리스,-,?,탐리스84,15.0,15.0,391,94,1900,84.4,84.4,84.4,13.0,15.0,10.0,1, - , - , - , - , - , - ,0.0,2233,2233,요씽리스,1490,1490,요씽리스,1168,1168,Default,,,0,0,?,?,0,2494,1,0,?,?,?,0,?,?
0,5/6/26 23:49:26,823,아머까오,-,?,아머까96,30.0,30.0,2096,172,5000,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,아머까오,2209,2209,Default,,,0,0,?,?,0,2498,1,0,?,?,?,0,?,?
0,5/6/26 23:49:23,669,플라베베,-,?,플라베96,20.0,20.0,603,83,2500,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,플라엣테,1672,1672,플라제스,1872,1872,Default,,,0,0,?,?,0,1998,1,0,?,?,?,0,?,?
0,5/6/26 23:49:21,38,나인테일 알로라,-,?,!나인테100,26.5,26.5,1748,132,4000,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,나인테일 알로라,340,340,Default,,,0,0,?,?,0,409,7,0,?,?,?,0,?,?
0,5/6/26 23:49:20,293,소곤룡,-,?,소곤룡71,3.0,3.0,45,37,400,71.1,71.1,71.1,6.0,14.0,12.0,1, - , - , - , - , - , - ,0.0,231,231,폭음룡,311,311,폭음룡,52,52,Default,,,0,0,?,?,0,1756,7,0,?,?,?,0,?,?
0,5/6/26 23:49:18,684,나룸퍼프,-,?,나룸퍼42,3.0,3.0,77,34,400,42.2,42.2,42.2,6.0,13.0,0.0,1, - , - , - , - , - , - ,0.0,2637,2637,나루림,1664,1664,나루림,2509,2509,Default,,,0,0,?,?,0,2371,1,0,?,?,?,0,?,?
0,5/6/26 23:49:18,684,나룸퍼프,-,?,나룸퍼44,3.0,3.0,77,34,400,44.4,44.4,44.4,6.0,13.0,1.0,1, - , - , - , - , - , - ,0.0,1998,1998,나루림,1087,1087,나루림,2286,2286,Default,,,0,0,?,?,0,2371,1,0,?,?,?,0,?,?
0,5/6/26 23:49:16,928,미니브,-,?,미니브89,28.0,28.0,670,92,4500,88.9,88.9,88.9,15.0,15.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,올리뇨,560,560,올리르바,3696,3696,Default,,,0,0,?,?,0,2703,1,0,?,?,?,0,?,?
0,5/6/26 23:49:15,539,타격귀,-,?,타격귀64,20.0,20.0,1494,115,2500,64.4,64.4,64.4,1.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,타격귀,22,22,타격귀,61,61,Default,,,0,0,?,?,0,2259,7,0,?,?,?,0,?,?
0,5/6/26 23:49:13,279,패리퍼,-,?,패리퍼71,26.0,26.0,1480,115,4000,71.1,71.1,71.1,4.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,패리퍼,357,357,패리퍼,427,427,Default,,,0,0,?,?,0,2099,1,0,?,?,?,0,?,?
0,5/6/26 23:49:11,463,내룸벨트,-,?,내룸벨73,3.0,3.0,171,55,400,73.3,73.3,73.3,3.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,812,812,내룸벨트,545,545,내룸벨트,98,98,Default,,,0,0,?,?,0,2201,1,0,?,?,?,0,?,?
0,5/6/26 23:49:10,400,비버통,-,?,TR비버통62,33.0,33.0,1490,152,7000,62.2,62.2,62.2,0.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,비버통,27,27, - , - , - ,Default,,,0,0,?,?,0,1576,7,0,?,?,?,0,?,?
0,5/6/26 23:49:08,98,크랩,-,?,크랩69,28.5,28.5,1182,83,4500,68.9,68.9,68.9,2.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,크랩,43,43,킹크랩,92,92,Default,,,0,0,?,?,0,1068,7,0,?,?,?,0,?,?
0,5/6/26 23:49:06,595,파쪼옥,-,?,파쪼옥91,31.0,31.0,876,111,6000,91.1,91.1,91.1,15.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,전툴라,39,39,Default,,,0,0,?,?,0,2302,7,0,?,?,?,0,?,?
0,5/6/26 23:49:04,608,램프라,-,?,램프라87,21.0,21.0,991,104,3000,86.7,86.7,86.7,9.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,램프라,493,493,샹델라,578,578,Default,,,0,0,?,?,0,2315,7,0,?,?,?,0,?,?
0,5/6/26 23:49:02,136,부스터,-,?,부스터87,15.0,15.0,1275,90,1900,86.7,86.7,86.7,14.0,14.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,부스터,1118,1118,부스터,3091,3091,Default,,,0,0,?,?,0,2039,1,0,?,?,?,0,?,?
0,5/6/26 23:49:01,63,캐이시,-,?,캐이시76,29.0,29.0,1048,77,5000,75.6,75.6,75.6,14.0,5.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,캐이시,675,675,후딘,2109,2109,Default,,,0,0,?,?,0,726,7,0,?,?,?,0,?,?
0,5/6/26 23:48:59,932,베베솔트,-,?,베베솔80,15.0,15.0,399,80,1900,80.0,80.0,80.0,14.0,12.0,10.0,1, - , - , - , - , - , - ,0.0,3313,3313,스태솔트,171,171,콜로솔트,2491,2491,Default,,,0,0,?,?,0,2706,1,0,?,?,?,0,?,?
0,5/6/26 23:48:58,453,삐딱구리,-,?,삐딱구84,15.0,15.0,393,75,1900,84.4,84.4,84.4,12.0,15.0,11.0,1, - , - , - , - , - , - ,0.0,950,950,독개굴,783,783,독개굴,1449,1449,Default,,,0,0,?,?,0,2195,7,0,?,?,?,0,?,?
0,5/6/26 23:48:56,187,통통코,-,?,통통코62,2.0,2.0,21,20,200,62.2,62.2,62.2,1.0,13.0,14.0,1, - , - , - , - , - , - ,0.0,33,33,솜솜코,23,23, - , - , - ,Default,,,0,0,?,?,0,1341,7,0,?,?,?,0,?,?
0,5/6/26 23:48:53,182,아르코,-,?,아르코60,20.0,20.0,1192,116,2500,60.0,60.0,60.0,1.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,아르코,42,42,아르코,1409,1409,Default,,,0,0,?,?,0,741,7,0,?,?,?,0,?,?
0,5/6/26 23:48:51,547,엘풍,-,?,엘풍89,15.0,15.0,839,87,1900,88.9,88.9,88.9,10.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,엘풍,1640,1640, - , - , - ,Default,,,0,0,?,?,0,2267,1,0,?,?,?,0,?,?
0,5/6/26 23:48:50,837,탄동,-,?,탄동84,15.0,15.0,250,57,1900,84.4,84.4,84.4,13.0,15.0,10.0,1, - , - , - , - , - , - ,0.0,2988,2988,탄차곤,1807,1807,석탄산,558,558,Default,,,0,0,?,?,0,2512,1,0,?,?,?,0,?,?
0,5/6/26 23:48:48,46,파라스,-,?,파라스98,6.0,6.0,167,40,600,97.8,97.8,97.8,15.0,14.0,15.0,1, - , - , - , - , - , - ,0.0,2248,2248,파라섹트,2582,2582, - , - , - ,Default,,,0,0,?,?,0,2015,1,0,?,?,?,0,?,?
0,5/6/26 23:48:47,700,님피아,-,?,님피아89,30.0,30.0,2602,166,5000,88.9,88.9,88.9,15.0,14.0,11.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,2387,1,0,?,?,?,0,?,?
0,5/6/26 23:48:45,669,플라베베,-,?,플라베84,15.0,15.0,438,72,1900,84.4,84.4,84.4,12.0,13.0,13.0,1, - , - , - , - , - , - ,0.0,1293,1293,플라제스,1231,1231,플라제스,1445,1445,Default,,,0,0,?,?,0,1998,1,0,?,?,?,0,?,?
